17216703711
0, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
1, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
2, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
3, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
4, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
5, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
6, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
7, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
8, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
9, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
10, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
11, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
12, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
13, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
14, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
15, 1.058378, 1.058378, 1.063019, 1.033686, 1.049433, 1.049433, 1.049433, 1.049433, 0.964578, 0.964578, 0.968135, 0.939830, 0.955935, 0.955935, 0.955935, 0.955935
