1904-01-01 00:00:00.000000,0
1904-01-01 00:00:00.003300,20
1904-01-01 00:00:00.006600,41
1904-01-01 00:00:00.009900,61
1904-01-01 00:00:00.013200,81
1904-01-01 00:00:00.016500,100
1904-01-01 00:00:00.019800,117
1904-01-01 00:00:00.023100,133
1904-01-01 00:00:00.026400,148
1904-01-01 00:00:00.029700,161
1904-01-01 00:00:00.033000,173
1904-01-01 00:00:00.036300,182
1904-01-01 00:00:00.039600,190
1904-01-01 00:00:00.042900,195
1904-01-01 00:00:00.046200,198
1904-01-01 00:00:00.049500,200
1904-01-01 00:00:00.052800,198
1904-01-01 00:00:00.056100,195
1904-01-01 00:00:00.059400,190
1904-01-01 00:00:00.062700,182
1904-01-01 00:00:00.066000,173
1904-01-01 00:00:00.069300,161
1904-01-01 00:00:00.072600,148
1904-01-01 00:00:00.075900,133
1904-01-01 00:00:00.079200,117
1904-01-01 00:00:00.082500,100
1904-01-01 00:00:00.085800,81
1904-01-01 00:00:00.089100,61
1904-01-01 00:00:00.092400,41
1904-01-01 00:00:00.095700,20
1904-01-01 00:00:00.099000,0
1904-01-01 00:00:00.102300,-20
1904-01-01 00:00:00.105600,-41
1904-01-01 00:00:00.108900,-61
1904-01-01 00:00:00.112200,-81
1904-01-01 00:00:00.115500,-99
1904-01-01 00:00:00.118800,-117
1904-01-01 00:00:00.122100,-133
1904-01-01 00:00:00.125400,-148
1904-01-01 00:00:00.128700,-161
1904-01-01 00:00:00.132000,-173
1904-01-01 00:00:00.135300,-182
1904-01-01 00:00:00.138600,-190
1904-01-01 00:00:00.141900,-195
1904-01-01 00:00:00.145200,-198
1904-01-01 00:00:00.148500,-200
1904-01-01 00:00:00.151800,-198
1904-01-01 00:00:00.155100,-195
1904-01-01 00:00:00.158400,-190
1904-01-01 00:00:00.161700,-182
1904-01-01 00:00:00.165000,-173
1904-01-01 00:00:00.168300,-161
1904-01-01 00:00:00.171600,-148
1904-01-01 00:00:00.174900,-133
1904-01-01 00:00:00.178200,-117
1904-01-01 00:00:00.181500,-99
1904-01-01 00:00:00.184800,-81
1904-01-01 00:00:00.188100,-61
1904-01-01 00:00:00.191400,-41
1904-01-01 00:00:00.194700,-20
1904-01-01 00:00:00.198000,0
1904-01-01 00:00:00.201300,20
1904-01-01 00:00:00.204600,41
1904-01-01 00:00:00.207900,61
1904-01-01 00:00:00.211200,81
1904-01-01 00:00:00.214500,99
1904-01-01 00:00:00.217800,117
1904-01-01 00:00:00.221100,133
1904-01-01 00:00:00.224400,148
1904-01-01 00:00:00.227700,161
1904-01-01 00:00:00.231000,173
1904-01-01 00:00:00.234300,182
1904-01-01 00:00:00.237600,190
1904-01-01 00:00:00.240900,195
1904-01-01 00:00:00.244200,198
1904-01-01 00:00:00.247500,200
1904-01-01 00:00:00.250800,198
1904-01-01 00:00:00.254100,195
1904-01-01 00:00:00.257400,190
1904-01-01 00:00:00.260700,182
1904-01-01 00:00:00.264000,173
1904-01-01 00:00:00.267300,161
1904-01-01 00:00:00.270600,148
1904-01-01 00:00:00.273900,133
1904-01-01 00:00:00.277200,117
1904-01-01 00:00:00.280500,100
1904-01-01 00:00:00.283800,81
1904-01-01 00:00:00.287100,61
1904-01-01 00:00:00.290400,41
1904-01-01 00:00:00.293700,20
1904-01-01 00:00:00.297000,0
1904-01-01 00:00:00.300300,-20
1904-01-01 00:00:00.303600,-41
1904-01-01 00:00:00.306900,-61
1904-01-01 00:00:00.310200,-81
1904-01-01 00:00:00.313500,-100
1904-01-01 00:00:00.316800,-117
1904-01-01 00:00:00.320100,-133
1904-01-01 00:00:00.323400,-148
1904-01-01 00:00:00.326700,-161
1904-01-01 00:00:00.330000,-173
1904-01-01 00:00:00.333300,-182
1904-01-01 00:00:00.336600,-190
1904-01-01 00:00:00.339900,-195
